"Day ","Items ","Note ","Amount "
"12","Salary Expense","Cash Payment - Salary Expense","17664"
"12","Rental Expense","Cash Payment - Rental - Chicago","4800"
"12","Rental Expense","Cash Payment - Rental - New York","5360"
"12","Rental Expense","Cash Payment - Rental - Detroit","2000"
"11","Human Resource Expense","Counselled","2000"
"11","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"11","Salary Expense","Cash Payment - Salary Expense","17448"
"11","Rental Expense","Cash Payment - Rental - Chicago","4800"
"11","Rental Expense","Cash Payment - Rental - New York","5360"
"11","Rental Expense","Cash Payment - Rental - Detroit","2000"
"10","Human Resource Expense","Counselled","2000"
"10","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"10","Salary Expense","Cash Payment - Salary Expense","16800"
"10","Rental Expense","Cash Payment - Rental - Chicago","4800"
"10","Rental Expense","Cash Payment - Rental - New York","5360"
"10","Rental Expense","Cash Payment - Rental - Detroit","2000"
"9","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"9","Salary Expense","Cash Payment - Salary Expense","16800"
"9","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"9","Rental Expense","Cash Payment - Rental - Chicago","4800"
"9","Rental Expense","Cash Payment - Rental - New York","5360"
"9","Rental Expense","Cash Payment - Rental - Detroit","2000"
"8","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"8","Salary Expense","Cash Payment - Salary Expense","16800"
"8","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"8","Rental Expense","Cash Payment - Rental - Chicago","4800"
"8","Rental Expense","Cash Payment - Rental - New York","5360"
"8","Rental Expense","Cash Payment - Rental - Detroit","2000"
"7","Human Resource Expense","Counselled","2000"
"7","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"7","Salary Expense","Cash Payment - Salary Expense","16800"
"7","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"7","Rental Expense","Cash Payment - Rental - Chicago","4800"
"7","Rental Expense","Cash Payment - Rental - New York","5360"
"7","Rental Expense","Cash Payment - Rental - Detroit","2000"
"6","Human Resource Expense","Counselled","2000"
"6","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"6","Salary Expense","Cash Payment - Salary Expense","16800"
"6","Rental Expense","Cash Payment - Rental - Chicago","4800"
"6","Rental Expense","Cash Payment - Rental - New York","5360"
"6","Rental Expense","Cash Payment - Rental - Detroit","2000"
"5","Human Resource Expense","Counselled","2000"
"5","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"5","Salary Expense","Cash Payment - Salary Expense","16800"
"5","Rental Expense","Cash Payment - Rental - Chicago","4800"
"5","Rental Expense","Cash Payment - Rental - New York","5360"
"5","Rental Expense","Cash Payment - Rental - Detroit","2000"
"4","Human Resource Expense","Counselled","2000"
"4","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"4","Salary Expense","Cash Payment - Salary Expense","16800"
"4","Rental Expense","Cash Payment - Rental - Chicago","4800"
"4","Rental Expense","Cash Payment - Rental - New York","5360"
"4","Rental Expense","Cash Payment - Rental - Detroit","2000"
"3","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"3","Salary Expense","Cash Payment - Salary Expense","16800"
"3","Rental Expense","Cash Payment - Rental - Chicago","4800"
"3","Rental Expense","Cash Payment - Rental - New York","5360"
"3","Rental Expense","Cash Payment - Rental - Detroit","2000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Chicago","60000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - New York","60000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Detroit","60000"
"2","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"2","Salary Expense","Cash Payment - Salary Expense","16800"
"2","Rental Expense","Cash Payment - Rental - Chicago","4800"
"2","Rental Expense","Cash Payment - Rental - New York","5360"
"2","Rental Expense","Cash Payment - Rental - Detroit","2000"
"1","Salary Expense","Cash Payment - Salary Expense","12600"
