"Day ","Items ","Note ","Amount "
"80","Retail","Revenue - Retail Sales Detroit - White Wine","53640"
"80","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","38070"
"80","Retail","Revenue - Retail Sales Los Angeles - Red Wine","47840"
"80","Retail","Revenue - Retail Sales Los Angeles - White Wine","47687"
"80","Retail","Revenue - Retail Sales San Francisco - Sparkling Wine","22600"
"80","Retail","Revenue - Retail Sales San Francisco - Red Wine","45360"
"80","Retail","Revenue - Retail Sales San Francisco - White Wine","33075"
"80","Retail","Revenue - Retail Sales Washington, D.C. - Sparkling Wine","14680"
"80","Retail","Revenue - Retail Sales Washington, D.C. - Red Wine","28686"
"80","Retail","Revenue - Retail Sales Washington, D.C. - White Wine","19090"
"80","Retail","Revenue - Retail Sales Miami - Sparkling Wine","48542"
"80","Retail","Revenue - Retail Sales Miami - Red Wine","47702"
"80","Retail","Revenue - Retail Sales Miami - White Wine","52224"
"80","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"80","Rental Expense","Cash Payment - Rental - New York","-5360"
"80","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"80","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"80","Rental Expense","Cash Payment - Rental - San Francisco","-4480"
"80","Rental Expense","Cash Payment - Rental - Washington, D.C.","-4880"
"80","Rental Expense","Cash Payment - Rental - Miami","-2240"
"79","Wholesales (B2B)","Revenue - B2B SO ID: 11907","413000"
"79","Sales E Commerce","Revenue - ECM SO ID: 12299","15600"
"79","Sales E Commerce","Revenue - ECM SO ID: 12316","11405"
"79","Human Resource Expense","Counselled","-2000"
"79","Human Resource Expense","Staff Transfer","-15000"
"79","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"79","Salary Expense","Cash Payment - Salary Expense","-36415"
"79","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:12661","-27284"
"79","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:12677","-23776"
"79","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12485","-341"
"79","Retail","Revenue - Retail Sales New York - Sparkling Wine","74175"
"79","Retail","Revenue - Retail Sales New York - Red Wine","89276"
"79","Retail","Revenue - Retail Sales New York - White Wine","96816"
"79","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","55298"
"79","Retail","Revenue - Retail Sales Detroit - Red Wine","77660"
"79","Retail","Revenue - Retail Sales Detroit - White Wine","54000"
"79","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","37600"
"79","Retail","Revenue - Retail Sales Los Angeles - Red Wine","46360"
"79","Retail","Revenue - Retail Sales Los Angeles - White Wine","48504"
"79","Retail","Revenue - Retail Sales San Francisco - Sparkling Wine","22600"
"79","Retail","Revenue - Retail Sales San Francisco - Red Wine","42714"
"79","Retail","Revenue - Retail Sales San Francisco - White Wine","34695"
"79","Retail","Revenue - Retail Sales Washington, D.C. - Sparkling Wine","15120"
"79","Retail","Revenue - Retail Sales Washington, D.C. - Red Wine","27552"
"79","Retail","Revenue - Retail Sales Washington, D.C. - White Wine","19274"
"79","Retail","Revenue - Retail Sales Miami - Sparkling Wine","41933"
"79","Retail","Revenue - Retail Sales Miami - Red Wine","42210"
"79","Retail","Revenue - Retail Sales Miami - White Wine","41814"
"79","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"79","Rental Expense","Cash Payment - Rental - New York","-5360"
"79","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"79","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"79","Rental Expense","Cash Payment - Rental - San Francisco","-4480"
"79","Rental Expense","Cash Payment - Rental - Washington, D.C.","-4880"
"79","Rental Expense","Cash Payment - Rental - Miami","-2240"
"78","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"78","Human Resource Expense","Counselled","-2000"
"78","Wholesales (B2B)","Revenue - B2B SO ID: 11607","594000"
"78","Sales E Commerce","Revenue - ECM SO ID: 11956","7466"
"78","Human Resource Expense","Counselled","-2000"
"78","Human Resource Expense","Counselled","-2000"
"78","Human Resource Expense","Counselled","-2000"
"78","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"78","Salary Expense","Cash Payment - Salary Expense","-36415"
"78","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12299","-468"
"78","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 12316","-342"
"78","Retail","Revenue - Retail Sales New York - Sparkling Wine","92169"
"78","Retail","Revenue - Retail Sales New York - Red Wine","217074"
"78","Retail","Revenue - Retail Sales New York - White Wine","117072"
"78","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","76384"
"78","Retail","Revenue - Retail Sales Detroit - Red Wine","98634"
"78","Retail","Revenue - Retail Sales Detroit - White Wine","65650"
"78","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","68884"
"78","Retail","Revenue - Retail Sales Los Angeles - Red Wine","74464"
"78","Retail","Revenue - Retail Sales Los Angeles - White Wine","84711"
"78","Retail","Revenue - Retail Sales San Francisco - Sparkling Wine","26496"
"78","Retail","Revenue - Retail Sales San Francisco - Red Wine","54912"
"78","Retail","Revenue - Retail Sales San Francisco - White Wine","38454"
"78","Retail","Revenue - Retail Sales Washington, D.C. - Sparkling Wine","18360"
"78","Retail","Revenue - Retail Sales Washington, D.C. - Red Wine","36448"
"78","Retail","Revenue - Retail Sales Washington, D.C. - White Wine","25095"
"78","Retail","Revenue - Retail Sales Miami - Sparkling Wine","36285"
"78","Retail","Revenue - Retail Sales Miami - Red Wine","36420"
"78","Retail","Revenue - Retail Sales Miami - White Wine","35824"
"78","Services","Revenue - Service Sales Order ID: 11215","225000"
"78","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"78","Rental Expense","Cash Payment - Rental - New York","-5360"
"78","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"78","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"78","Rental Expense","Cash Payment - Rental - San Francisco","-4480"
"78","Rental Expense","Cash Payment - Rental - Washington, D.C.","-4880"
"78","Rental Expense","Cash Payment - Rental - Miami","-2240"
"77","Human Resource Expense","Counselled","-2000"
"77","Sales E Commerce","Revenue - ECM SO ID: 11930","12852"
"77","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"77","Salary Expense","Cash Payment - Salary Expense","-36047"
"77","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11956","-224"
"77","Retail","Revenue - Retail Sales New York - Sparkling Wine","14157"
"77","Retail","Revenue - Retail Sales New York - Red Wine","31251"
"77","Retail","Revenue - Retail Sales New York - White Wine","18324"
"77","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10696"
"77","Retail","Revenue - Retail Sales Detroit - Red Wine","14518"
"77","Retail","Revenue - Retail Sales Detroit - White Wine","10088"
"77","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","9554"
"77","Retail","Revenue - Retail Sales Los Angeles - Red Wine","9696"
"77","Retail","Revenue - Retail Sales Los Angeles - White Wine","11418"
"77","Retail","Revenue - Retail Sales San Francisco - Sparkling Wine","3584"
"77","Retail","Revenue - Retail Sales San Francisco - Red Wine","7936"
"77","Retail","Revenue - Retail Sales San Francisco - White Wine","6086"
"77","Retail","Revenue - Retail Sales Washington, D.C. - Sparkling Wine","2700"
"77","Retail","Revenue - Retail Sales Washington, D.C. - Red Wine","4800"
"77","Retail","Revenue - Retail Sales Washington, D.C. - White Wine","3465"
"77","Retail","Revenue - Retail Sales Miami - Sparkling Wine","5085"
"77","Retail","Revenue - Retail Sales Miami - Red Wine","4890"
"77","Retail","Revenue - Retail Sales Miami - White Wine","5392"
"77","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"77","Rental Expense","Cash Payment - Rental - New York","-5360"
"77","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"77","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"77","Rental Expense","Cash Payment - Rental - San Francisco","-4480"
"77","Rental Expense","Cash Payment - Rental - Washington, D.C.","-4880"
"77","Rental Expense","Cash Payment - Rental - Miami","-2240"
"76","Sales E Commerce","Revenue - ECM SO ID: 11611","17640"
"76","Sales E Commerce","Revenue - ECM SO ID: 11776","24343"
"76","Human Resource Expense","Counselled","-2000"
"76","Human Resource Expense","Counselled","-2000"
"76","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"76","Salary Expense","Cash Payment - Salary Expense","-35927"
"76","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11930","-386"
"76","Retail","Revenue - Retail Sales New York - Sparkling Wine","13431"
"76","Retail","Revenue - Retail Sales New York - Red Wine","33297"
"76","Retail","Revenue - Retail Sales New York - White Wine","17208"
"76","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10696"
"76","Retail","Revenue - Retail Sales Detroit - Red Wine","14518"
"76","Retail","Revenue - Retail Sales Detroit - White Wine","9672"
"76","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","9282"
"76","Retail","Revenue - Retail Sales Los Angeles - Red Wine","10336"
"76","Retail","Revenue - Retail Sales Los Angeles - White Wine","11649"
"76","Retail","Revenue - Retail Sales San Francisco - Sparkling Wine","3648"
"76","Retail","Revenue - Retail Sales San Francisco - Red Wine","8096"
"76","Retail","Revenue - Retail Sales San Francisco - White Wine","5508"
"76","Retail","Revenue - Retail Sales Washington, D.C. - Sparkling Wine","2550"
"76","Retail","Revenue - Retail Sales Washington, D.C. - Red Wine","4800"
"76","Retail","Revenue - Retail Sales Washington, D.C. - White Wine","3395"
"76","Retail","Revenue - Retail Sales Miami - Sparkling Wine","5085"
"76","Retail","Revenue - Retail Sales Miami - Red Wine","4950"
"76","Retail","Revenue - Retail Sales Miami - White Wine","5168"
"76","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"76","Rental Expense","Cash Payment - Rental - New York","-5360"
"76","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"76","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"76","Rental Expense","Cash Payment - Rental - San Francisco","-4480"
"76","Rental Expense","Cash Payment - Rental - Washington, D.C.","-4880"
"76","Rental Expense","Cash Payment - Rental - Miami","-2240"
"75","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11589 ","-73080"
"75","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11589 ","-197568"
"75","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11589 ","-612864"
"75","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"75","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11783 ","-55500"
"75","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11783 ","-64787"
"75","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11783 ","-70300"
"75","Sales E Commerce","Revenue - ECM SO ID: 11407","13167"
"75","Sales E Commerce","Revenue - ECM SO ID: 11568","3158"
"75","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"75","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"75","Salary Expense","Cash Payment - Salary Expense","-35873"
"75","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11611","-529"
"75","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11776","-730"
"75","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 314","-15000"
"75","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 333","-15000"
"75","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 402","-15000"
"75","Retail","Revenue - Retail Sales New York - Sparkling Wine","12870"
"75","Retail","Revenue - Retail Sales New York - Red Wine","29832"
"75","Retail","Revenue - Retail Sales New York - White Wine","16704"
"75","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10640"
"75","Retail","Revenue - Retail Sales Detroit - Red Wine","13940"
"75","Retail","Revenue - Retail Sales Detroit - White Wine","9594"
"75","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","9554"
"75","Retail","Revenue - Retail Sales Los Angeles - Red Wine","10112"
"75","Retail","Revenue - Retail Sales Los Angeles - White Wine","11649"
"75","Retail","Revenue - Retail Sales San Francisco - Sparkling Wine","3904"
"75","Retail","Revenue - Retail Sales San Francisco - Red Wine","7392"
"75","Retail","Revenue - Retail Sales San Francisco - White Wine","6018"
"75","Retail","Revenue - Retail Sales Washington, D.C. - Sparkling Wine","2580"
"75","Retail","Revenue - Retail Sales Washington, D.C. - Red Wine","5088"
"75","Retail","Revenue - Retail Sales Washington, D.C. - White Wine","3255"
"75","Retail","Revenue - Retail Sales Miami - Sparkling Wine","5454"
"75","Retail","Revenue - Retail Sales Miami - Red Wine","6264"
"75","Retail","Revenue - Retail Sales Miami - White Wine","5562"
"75","Services","Revenue - Service Sales Order ID: 10794","160000"
"75","Services","Revenue - Service Sales Order ID: 11191","4000"
"75","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"75","Rental Expense","Cash Payment - Rental - New York","-5360"
"75","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"75","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"75","Rental Expense","Cash Payment - Rental - San Francisco","-4480"
"75","Rental Expense","Cash Payment - Rental - Washington, D.C.","-4880"
"75","Rental Expense","Cash Payment - Rental - Miami","-2240"
"74","Wholesales (B2B)","Revenue - B2B SO ID: 10980","665000"
"74","Sales E Commerce","Revenue - ECM SO ID: 11214","7472"
"74","Sales E Commerce","Revenue - ECM SO ID: 11222","692"
"74","Sales E Commerce","Revenue - ECM SO ID: 11402","18508"
"74","Human Resource Expense","Counselled","-2000"
"74","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"74","Salary Expense","Cash Payment - Salary Expense","-34997"
"74","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11407","-395"
"74","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11568","-95"
"74","Retail","Revenue - Retail Sales New York - Sparkling Wine","13860"
"74","Retail","Revenue - Retail Sales New York - Red Wine","33660"
"74","Retail","Revenue - Retail Sales New York - White Wine","16920"
"74","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","9996"
"74","Retail","Revenue - Retail Sales Detroit - Red Wine","13668"
"74","Retail","Revenue - Retail Sales Detroit - White Wine","9776"
"74","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","9180"
"74","Retail","Revenue - Retail Sales Los Angeles - Red Wine","10752"
"74","Retail","Revenue - Retail Sales Los Angeles - White Wine","10725"
"74","Retail","Revenue - Retail Sales San Francisco - Sparkling Wine","2976"
"74","Retail","Revenue - Retail Sales San Francisco - Red Wine","6656"
"74","Retail","Revenue - Retail Sales San Francisco - White Wine","4964"
"74","Retail","Revenue - Retail Sales Washington, D.C. - Sparkling Wine","2580"
"74","Retail","Revenue - Retail Sales Washington, D.C. - Red Wine","5184"
"74","Retail","Revenue - Retail Sales Washington, D.C. - White Wine","3325"
"74","Retail","Revenue - Retail Sales Miami - Sparkling Wine","4872"
"74","Retail","Revenue - Retail Sales Miami - Red Wine","5760"
"74","Retail","Revenue - Retail Sales Miami - White Wine","5805"
"74","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"74","Rental Expense","Cash Payment - Rental - New York","-5360"
"74","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"74","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"74","Rental Expense","Cash Payment - Rental - San Francisco","-4480"
"74","Rental Expense","Cash Payment - Rental - Washington, D.C.","-4880"
"74","Rental Expense","Cash Payment - Rental - Miami","-2240"
"73","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11176 ","-67536"
"73","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11176 ","-179424"
"73","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11176 ","-553728"
"73","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11403 ","-55500"
"73","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11403 ","-150960"
"73","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11403 ","-19000"
"73","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"73","Salary Expense","Cash Payment - Salary Expense","-34955"
"73","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11214","-224"
"73","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11222","-21"
"73","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 11402","-555"
"73","Retail","Revenue - Retail Sales New York - Sparkling Wine","13596"
"73","Retail","Revenue - Retail Sales New York - Red Wine","33660"
"73","Retail","Revenue - Retail Sales New York - White Wine","18324"
"73","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","9996"
"73","Retail","Revenue - Retail Sales Detroit - Red Wine","14382"
"73","Retail","Revenue - Retail Sales Detroit - White Wine","10192"
"73","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","9384"
"73","Retail","Revenue - Retail Sales Los Angeles - Red Wine","9920"
"73","Retail","Revenue - Retail Sales Los Angeles - White Wine","10857"
"73","Retail","Revenue - Retail Sales San Francisco - Sparkling Wine","2784"
"73","Retail","Revenue - Retail Sales San Francisco - Red Wine","5888"
"73","Retail","Revenue - Retail Sales San Francisco - White Wine","4658"
"73","Retail","Revenue - Retail Sales Washington, D.C. - Sparkling Wine","2550"
"73","Retail","Revenue - Retail Sales Washington, D.C. - Red Wine","4736"
"73","Retail","Revenue - Retail Sales Washington, D.C. - White Wine","3570"
"73","Retail","Revenue - Retail Sales Miami - Sparkling Wine","5112"
"73","Retail","Revenue - Retail Sales Miami - Red Wine","5340"
"73","Retail","Revenue - Retail Sales Miami - White Wine","5292"
"73","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"73","Rental Expense","Cash Payment - Rental - New York","-5360"
"73","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"73","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"73","Rental Expense","Cash Payment - Rental - San Francisco","-4480"
"73","Rental Expense","Cash Payment - Rental - Washington, D.C.","-4880"
"73","Rental Expense","Cash Payment - Rental - Miami","-2240"
"72","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"72","Sales E Commerce","Revenue - ECM SO ID: 10816","2893"
"72","Wholesales (B2B)","Revenue - B2B SO ID: 10275","400000"
"72","Sales E Commerce","Revenue - ECM SO ID: 10977","3345"
"72","Sales E Commerce","Revenue - ECM SO ID: 10994","5257"
"72","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"72","Salary Expense","Cash Payment - Salary Expense","-35229"
"72","Retail","Revenue - Retail Sales New York - Sparkling Wine","13596"
"72","Retail","Revenue - Retail Sales New York - Red Wine","33990"
"72","Retail","Revenue - Retail Sales New York - White Wine","18324"
"72","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10304"
"72","Retail","Revenue - Retail Sales Detroit - Red Wine","14076"
"72","Retail","Revenue - Retail Sales Detroit - White Wine","10088"
"72","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","9112"
"72","Retail","Revenue - Retail Sales Los Angeles - Red Wine","10336"
"72","Retail","Revenue - Retail Sales Los Angeles - White Wine","10857"
"72","Retail","Revenue - Retail Sales San Francisco - Sparkling Wine","2880"
"72","Retail","Revenue - Retail Sales San Francisco - Red Wine","6464"
"72","Retail","Revenue - Retail Sales San Francisco - White Wine","4488"
"72","Retail","Revenue - Retail Sales Washington, D.C. - Sparkling Wine","2580"
"72","Retail","Revenue - Retail Sales Washington, D.C. - Red Wine","4704"
"72","Retail","Revenue - Retail Sales Washington, D.C. - White Wine","3255"
"72","Retail","Revenue - Retail Sales Miami - Sparkling Wine","5910"
"72","Retail","Revenue - Retail Sales Miami - Red Wine","7106"
"72","Retail","Revenue - Retail Sales Miami - White Wine","7821"
"72","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"72","Rental Expense","Cash Payment - Rental - New York","-5360"
"72","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"72","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"72","Rental Expense","Cash Payment - Rental - San Francisco","-4480"
"72","Rental Expense","Cash Payment - Rental - Washington, D.C.","-4880"
"72","Rental Expense","Cash Payment - Rental - Miami","-2240"
"71","Wholesales (B2B)","Revenue - B2B SO ID: 10289","88000"
"71","Sales E Commerce","Revenue - ECM SO ID: 10641","2379"
"71","Sales E Commerce","Revenue - ECM SO ID: 10789","4889"
"71","Human Resource Expense","Counselled","-2000"
"71","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"71","Salary Expense","Cash Payment - Salary Expense","-34476"
"71","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:11168","-5499"
"71","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:11196","-8164"
"71","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10816","-87"
"71","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10977","-100"
"71","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10994","-158"
"71","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 357","-15000"
"71","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 367","-15000"
"71","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 377","-15000"
"71","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 380","-15000"
"71","Retail","Revenue - Retail Sales New York - Sparkling Wine","14454"
"71","Retail","Revenue - Retail Sales New York - Red Wine","31416"
"71","Retail","Revenue - Retail Sales New York - White Wine","17856"
"71","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10668"
"71","Retail","Revenue - Retail Sales Detroit - Red Wine","14450"
"71","Retail","Revenue - Retail Sales Detroit - White Wine","9594"
"71","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","8738"
"71","Retail","Revenue - Retail Sales Los Angeles - Red Wine","10528"
"71","Retail","Revenue - Retail Sales Los Angeles - White Wine","10956"
"71","Retail","Revenue - Retail Sales San Francisco - Sparkling Wine","2816"
"71","Retail","Revenue - Retail Sales San Francisco - Red Wine","5632"
"71","Retail","Revenue - Retail Sales San Francisco - White Wine","4726"
"71","Retail","Revenue - Retail Sales Washington, D.C. - Sparkling Wine","2610"
"71","Retail","Revenue - Retail Sales Washington, D.C. - Red Wine","4640"
"71","Retail","Revenue - Retail Sales Washington, D.C. - White Wine","3185"
"71","Retail","Revenue - Retail Sales Miami - Sparkling Wine","5910"
"71","Retail","Revenue - Retail Sales Miami - Red Wine","7106"
"71","Retail","Revenue - Retail Sales Miami - White Wine","7590"
"71","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"71","Rental Expense","Cash Payment - Rental - New York","-5360"
"71","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"71","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"71","Rental Expense","Cash Payment - Rental - San Francisco","-4480"
"71","Rental Expense","Cash Payment - Rental - Washington, D.C.","-4880"
"71","Rental Expense","Cash Payment - Rental - Miami","-2240"
"70","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10616 ","-81168"
"70","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10616 ","-224280"
"70","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10616 ","-241368"
"70","Wholesales (B2B)","Revenue - B2B SO ID: 9893","144500"
"70","Wholesales (B2B)","Revenue - B2B SO ID: 10063","161500"
"70","Wholesales (B2B)","Revenue - B2B SO ID: 10615","1094000"
"70","Sales E Commerce","Revenue - ECM SO ID: 10517","4884"
"70","Overdraft","Repayment","-625000"
"70","Sales E Commerce","Revenue - ECM SO ID: 10624","8839"
"70","Human Resource Expense","Counselled","-2000"
"70","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"70","Salary Expense","Cash Payment - Salary Expense","-33594"
"70","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10641","-71"
"70","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10789","-147"
"70","Retail","Revenue - Retail Sales New York - Sparkling Wine","13530"
"70","Retail","Revenue - Retail Sales New York - Red Wine","30525"
"70","Retail","Revenue - Retail Sales New York - White Wine","16812"
"70","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","9576"
"70","Retail","Revenue - Retail Sales Detroit - Red Wine","14178"
"70","Retail","Revenue - Retail Sales Detroit - White Wine","9308"
"70","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","9758"
"70","Retail","Revenue - Retail Sales Los Angeles - Red Wine","10016"
"70","Retail","Revenue - Retail Sales Los Angeles - White Wine","11319"
"70","Retail","Revenue - Retail Sales San Francisco - Sparkling Wine","2688"
"70","Retail","Revenue - Retail Sales San Francisco - Red Wine","6336"
"70","Retail","Revenue - Retail Sales San Francisco - White Wine","4726"
"70","Retail","Revenue - Retail Sales Washington, D.C. - Sparkling Wine","2490"
"70","Retail","Revenue - Retail Sales Washington, D.C. - Red Wine","5024"
"70","Retail","Revenue - Retail Sales Washington, D.C. - White Wine","3220"
"70","Retail","Revenue - Retail Sales Miami - Sparkling Wine","6480"
"70","Retail","Revenue - Retail Sales Miami - Red Wine","7310"
"70","Retail","Revenue - Retail Sales Miami - White Wine","7524"
"70","Rental Expense","Cash Payment - Rental - Chicago","-4800"
"70","Rental Expense","Cash Payment - Rental - New York","-5360"
"70","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"70","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"70","Rental Expense","Cash Payment - Rental - San Francisco","-4480"
"70","Rental Expense","Cash Payment - Rental - Washington, D.C.","-4880"
"70","Rental Expense","Cash Payment - Rental - Miami","-2240"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10450 ","-204000"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10450 ","-231200"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10450 ","-258400"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10612 ","-75000"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10612 ","-138720"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10612 ","-103360"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10636 ","-83232"
"69","Overdraft","","1250000"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10636 ","-141494"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10636 ","-105427"
"69","Sales E Commerce","Revenue - ECM SO ID: 10276","7042"
"69","Overdraft","Repayment","-625000"
"69","Sales E Commerce","Revenue - ECM SO ID: 10445","7434"
"69","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"69","Salary Expense","Cash Payment - Salary Expense","-33556"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10517","-147"
"69","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10624","-265"
"69","Retail","Revenue - Retail Sales New York - Sparkling Wine","13680"
"69","Retail","Revenue - Retail Sales New York - Red Wine","33240"
"69","Retail","Revenue - Retail Sales New York - White Wine","18612"
"69","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10416"
"69","Retail","Revenue - Retail Sales Detroit - Red Wine","13857"
"69","Retail","Revenue - Retail Sales Detroit - White Wine","8925"
"69","Retail","Revenue - Retail Sales Los Angeles - Sparkling Wine","9920"
"69","Retail","Revenue - Retail Sales Los Angeles - Red Wine","11116"
"69","Retail","Revenue - Retail Sales Los Angeles - White Wine","11542"
"69","Retail","Revenue - Retail Sales San Francisco - Sparkling Wine","2929"
"69","Retail","Revenue - Retail Sales San Francisco - Red Wine","6150"
